상권타입,Bus,Subway,평균매매가,평균조절가,유흥업소,살인,강도,강간,절도,폭력,방화,마약,약취,도박,전체범죄,112신고,총_생활인구,아파트_단지수,아파트_평균_시가,개업_점포_수_비요식업,개업_점포_수_요식업,점포_수_비요식업,점포_수_요식업,폐업_점포_수_비요식업,폐업_점포_수_요식업,프랜차이즈_점포_수_비요식업,프랜차이즈_점포_수_요식업,매출액,매출건수,geometry,생활인구_야간비율,생활인구_심야비율,생활인구_여성비율
전통시장,0,0,504.1154518930411,9.762442007438635,0,2,2,4,3,3,2,2,4,2,3,129382,703215.0,16.0,137160701.0,7.0,4.0,104.0,34.0,7.0,5.0,16.0,16.0,31639797628.0,1686695.0,"POLYGON ((186176.79 447283.62, 186185.68 447243.59, 186173.61000000002 447241.09, 186151.72 447236.54000000004, 186078.45 447220.64, 186086.74 447202.79000000004, 186035.01 447177.37, 186057.09 447131.16000000003, 186013.67 447109.01, 185983.83000000002 447169.76, 185957.77 447222.86, 185919.11000000002 447299.7, 185904.49 447328.61, 185952.12 447351.68, 185952.82 447350.25, 185966.44 447321.52, 185979.58000000002 447293.78, 186010.76 447308.99, 186007.86000000002 447314.83, 186029.39 447326.25, 186017.7 447355.81, 186039.31 447357.67, 186048.33000000002 447309.01, 186052.44 447286.8, 186088.81 447293.13, 186091.23 447282.65, 186148.36000000002 447294.32, 186139.75 447328.04000000004, 186161.30000000002 447332.65, 186165.72 447333.57, 186176.79 447283.62))",0.14031128460001563,0.2486024899923921,0.5301010359562864
전통시장,13,3,790.0491682258825,9.387103944163666,1,5,5,5,5,5,5,5,1,5,5,96374,1506170.0,2.0,116930798.0,18.0,24.0,297.0,146.0,27.0,27.0,85.0,207.0,101998250674.0,4865467.0,"POLYGON ((211285.98 448722.36, 211270.42 448657.07, 211175.30000000002 448690.75, 211173.42 448691.41000000003, 211134.71 448705.25, 211148.89 448867.98, 211113.16 448872.04000000004, 211128.03 448928.2, 211155.88 449033.38, 211157.45 449032.83, 211236.93 449008.61, 211307.05000000002 449003.79000000004, 211305.7 448983.97000000003, 211376.65 448936.4, 211365.96 448918.73, 211337.69 448926.3, 211322.76 448881.08, 211302.72 448820.3, 211306.41 448813.9, 211285.98 448722.36))",0.1139884607979179,0.15035288181280998,0.5380229323383151
전통시장,14,1,1640.123377304226,10.178913901489715,6,4,3,5,5,5,4,5,5,3,5,114688,3083553.0,3.0,106288986.0,19.0,32.0,194.0,223.0,18.0,31.0,137.0,271.0,90105634337.0,7193429.0,"POLYGON ((193799.76 442540.49, 193808.76 442428.71, 193809.14 442383.28, 193798.09 442376.16000000003, 193772.79 442407.45, 193710.7 442484.11, 193729.01 442501.55, 193672.87 442555.46, 193628.64 442597.93, 193625.7 442600.78, 193578.46 442647.65, 193567.09 442658.97000000003, 193532.25 442693.79000000004, 193513.55000000002 442712.4, 193529.94 442716.39, 193564.73 442724.82, 193582.79 442728.08, 193613.18 442732.27, 193638.87 442735.86, 193646.67 442736.94, 193673.07 442740.60000000003, 193781.66 442755.62, 193790.42 442652.09, 193793.31 442617.62, 193797.18 442571.09, 193797.72 442564.79000000004, 193799.76 442540.49))",0.13610468183942354,0.1205122791792455,0.4974712612366319
전통시장,6,0,764.2152526516181,10.337657548505714,0,3,2,1,2,4,3,2,2,2,3,92545,438767.0,4.0,195803571.0,2.0,2.0,58.0,17.0,6.0,2.0,4.0,16.0,17494261894.0,1008741.0,"POLYGON ((206119.91 453097.35000000003, 206117.57 453073.7, 206110.99 453022.07, 206107.56 452994.72000000003, 206075.04 452999.56, 206065.04 452941.01, 206035.28 452956.01, 206046.39 453001.88, 206057.35 453047.12, 206032.06 453053.10000000003, 206022.51 453007.5, 205986.38 453016.55, 206013.09 453123.53, 206041.21 453236.34, 206139.17 453243.44, 206130.26 453173.28, 206127.44 453156.5, 206122.61000000002 453116.95, 206119.91 453097.35000000003))",0.11428844922248027,0.23051414532086506,0.5284558774930658
전통시장,5,0,775.2933112671136,9.909997805880154,0,1,1,2,3,2,4,1,1,2,2,132570,90780.0,,,2.0,1.0,10.0,5.0,2.0,0.0,0.0,0.0,455203344.0,5872.0,"POLYGON ((190997.52 445637.5, 191080.84 445612.88, 191092.79 445591.26, 191050.80000000002 445575.5, 191029.72 445576.9, 191007.80000000002 445587.29000000004, 190995.39 445579.04000000004, 190992.31 445566, 190957.91 445585.26, 190994.56 445633.53, 190997.52 445637.5))",0.14228905045164134,0.2992949988984358,0.504285084820445
전통시장,3,5,728.6755250750108,9.818379623038355,0,5,5,5,5,5,5,5,5,5,5,45240,392780.0,1.0,162587584.0,3.0,1.0,248.0,8.0,9.0,2.0,0.0,4.0,14327472339.0,181160.0,"POLYGON ((198937.01 452649.17, 198986.5 452576.26, 198985.28 452567.56, 198984 452558.61, 198983.22 452552.91000000003, 198955.30000000002 452556.93, 198938.97 452546.63, 198931.18 452491.35000000003, 198916.1 452493.13, 198894.95 452495.59, 198903.67 452559.69, 198910.31 452620.76, 198896.55000000002 452653.99, 198915.83000000002 452663.07, 198928.54 452669.08, 198937.01 452649.17))",0.1026197871582056,0.11893426345536942,0.3832807169407811
전통시장,2,2,567.32223903177,9.600153480084348,0,2,3,5,5,5,5,3,5,3,5,132570,88868.0,,,3.0,2.0,30.0,12.0,2.0,0.0,0.0,0.0,991994494.0,16896.0,"POLYGON ((191633.72 446771.60000000003, 191679.22 446771.84, 191710.24 446755.04000000004, 191697.75 446709.9, 191652.37 446722.05, 191618.53 446760, 191633.72 446771.60000000003))",0.11302156006661565,0.19273529279380655,0.4570374037898906
전통시장,7,2,916.5970925623893,9.611058885680519,2,5,3,1,2,4,5,1,1,5,3,68076,4126991.0,17.0,153142100.0,12.0,17.0,205.0,101.0,22.0,14.0,17.0,132.0,62422268742.0,4489056.0,"POLYGON ((204797.12 451464.19, 204777.77000000002 451443.48, 204763.07 451427.7, 204749.9 451413.62, 204746.19 451409.65, 204723.62 451430.78, 204705.95 451447.35000000003, 204668.63 451409.57, 204649.79 451426.69, 204637.89 451437.94, 204572.17 451366.67, 204537.26 451440.74, 204518.68 451483.05, 204544.73 451504.82, 204492.12 451555.96, 204509.18 451573.89, 204553.69 451620.61, 204524.66 451646.37, 204503.16 451693.64, 204531.69 451712.07, 204504.97 451744.29000000004, 204551.22 451791.72000000003, 204555.26 451796.14, 204599.82 451755.93, 204642.37 451715.63, 204674.69 451750.28, 204706.68 451784.56, 204753.18 451834.37, 204801.07 451789.5, 204833.39 451759.22000000003, 204834.72 451757.98, 204901.98 451694.95, 204921.65 451676.47000000003, 204842.57 451592.18, 204862.02000000002 451573.83, 204866.5 451569.62, 204881.46 451555.53, 204843.99 451514.88, 204828.82 451498.47000000003, 204797.12 451464.19))",0.13367123892443672,0.2756688832129753,0.5205448715541178
전통시장,5,2,637.5092263648197,10.207334459398416,0,5,1,3,4,3,3,3,5,5,4,129382,745929.0,3.0,152512094.0,0.0,1.0,48.0,25.0,2.0,1.0,4.0,8.0,4038320574.0,212727.0,"POLYGON ((183171.68 451498.53, 183170.41 451497.27, 183099.05000000002 451437.14, 183060.1 451409.04000000004, 183013.29 451452.41000000003, 183016.43 451454.38, 182978.06 451556.35000000003, 183048.75 451591.61, 183065.98 451546.10000000003, 183114.79 451570.18, 183130.67 451602.23, 183135.47 451603.15, 183184.96 451604.24, 183228.32 451553.14, 183171.68 451498.53))",0.11820696071610033,0.20555977847757628,0.4846587275732677
전통시장,2,0,1168.1972933649415,10.350675259215391,0,3,1,1,2,2,2,1,4,1,2,114688,226294.0,1.0,195500000.0,1.0,4.0,33.0,13.0,2.0,3.0,4.0,13.0,5429963901.0,342078.0,"POLYGON ((192912.2 441266.35000000003, 192914.51 441266.93, 192917.61000000002 441251.59, 192960.22 441249.98, 192970.81 441241.4, 192994.88 441220.85000000003, 192994.18 441168.65, 193001.07 441147.03, 192976.58000000002 441145.77, 192921.61000000002 441181.13, 192920.42 441187.37, 192912.2 441266.35000000003))",0.13698993344940652,0.24518546669377006,0.529788681980079
전통시장,8,3,1879.2198633346134,10.980038617012061,0,4,1,1,1,1,2,1,1,3,1,88076,1416818.0,18.0,182155194.0,16.0,20.0,191.0,69.0,10.0,12.0,44.0,48.0,64159609946.0,2654926.0,"POLYGON ((209193.73 444512.34, 209214.86000000002 444520.75, 209288.55000000002 444550.04000000004, 209410.21 444598.14, 209447.74 444612.98, 209468.24 444574.57, 209596.83000000002 444629.37, 209719.61000000002 444677.31, 209830.66 444526.10000000003, 209815.99 444515.69, 209792.6 444499.19, 209779.27000000002 444517.61, 209759.23 444545.4, 209746.26 444563.39, 209722.12 444596.83, 209702.77000000002 444623.69, 209693.87 444620.15, 209630.53 444595.98, 209620.6 444592.25, 209563.97 444570.96, 209485.84 444541.63, 209451.48 444528.76, 209448.86000000002 444527.8, 209382.81 444503.03, 209318.31 444479.03, 209309.99 444476.13, 209240.61000000002 444450.27, 209240.32 444451.08, 209179.59 444428.06, 209163.31 444457.39, 209148.63 444494.42, 209193.73 444512.34))",0.124794433724021,0.20881298797728431,0.5265129325008575
전통시장,0,0,3878.7573977553716,11.891734538744467,0,1,1,2,3,2,5,1,1,1,2,125929,98662.0,,,1.0,0.0,74.0,9.0,0.0,1.0,8.0,9.0,10667728354.0,371723.0,"POLYGON ((202609.69 448140.44, 202622.57 448099.33, 202515.4 448064.69, 202408.69 448031.24, 202399.41 448071.52, 202495.02000000002 448102.79000000004, 202597.02000000002 448136.31, 202609.69 448140.44))",0.1320771928402019,0.35178690884028296,0.573270357381768
전통시장,14,1,1881.1773983578978,10.731315168164551,0,5,2,5,5,5,1,5,1,1,5,72815,3171301.0,16.0,128299947.0,19.0,25.0,389.0,164.0,39.0,22.0,97.0,148.0,46953280264.0,3263528.0,"POLYGON ((195109.75 450862.48, 195005.42 450854.81, 195004.86000000002 450898.62, 195002.16 450935.22000000003, 195001.1 450976.52, 195000.48 450993.52, 195021.73 451019.68, 195019.67 451069.47000000003, 195094.59 451072.02, 195101.24 451072.47000000003, 195201.63 451074.03, 195269.12 451075.69, 195283.58000000002 451076.47000000003, 195278.81 451030.85000000003, 195276.48 451009.14, 195277.71 450990.84, 195280.17 450952.92, 195285.99 450875.61, 195251.30000000002 450872.86, 195215.21 450870.04000000004, 195109.75 450862.48))",0.1124443879656961,0.20754731260135825,0.6602476396910921
전통시장,0,2,1149.4191837367448,10.053394677189582,0,3,5,5,5,5,5,5,1,1,5,90549,1490713.0,12.0,109382542.0,4.0,11.0,76.0,59.0,3.0,12.0,12.0,40.0,35349603622.0,2624657.0,"POLYGON ((206135.16 449247.14, 206096.36000000002 449166.03, 206068.32 449178.92, 206071.46 449186.21, 206000.33000000002 449212.83, 206033.47 449290.75, 206052.86000000002 449336.39, 206057.86000000002 449348.14, 206062.74 449359.63, 206080.64 449401.76, 206098.51 449393.26, 206120.57 449443.87, 206141.35 449434.97000000003, 206162.92 449405.32, 206135.2 449337.83, 206128.71 449322.07, 206209.37 449286.68, 206183.82 449226.4, 206135.16 449247.14))",0.14173955684293355,0.24188626516304615,0.5254136778843412
전통시장,7,1,574.3575941433008,10.019983317890889,0,4,3,5,5,5,4,5,5,3,5,114688,205147.0,,,1.0,1.0,21.0,11.0,0.0,0.0,0.0,4.0,1485443108.0,67502.0,"POLYGON ((194522.64 442981.37, 194587.96 442977.75, 194582.37 442933.06, 194576.96 442889.44, 194514.23 442925.34, 194520.33000000002 442981.53, 194522.64 442981.37))",0.14271229898560545,0.20117281754059285,0.5242825876079105
전통시장,7,0,1432.3358742466514,10.319924984001686,0,5,2,2,2,2,3,2,1,1,2,28589,143969.0,,,5.0,4.0,29.0,20.0,2.0,3.0,4.0,3.0,19906479291.0,831709.0,"POLYGON ((196740 450242.4, 196754.85 450239.18, 196767.99 450252.45, 196833.57 450207.52, 196831.78 450187.81, 196830.12 450141.10000000003, 196795.98 450141.74, 196778.38 450171.56, 196737.2 450211.93, 196740 450242.4))",0.12482548326375817,0.1949308531697796,0.5128534615090748
전통시장,3,0,360.93800264110104,9.642255911969489,0,3,2,2,2,2,4,2,1,1,2,132570,460610.0,1.0,173090487.0,2.0,0.0,52.0,4.0,3.0,1.0,4.0,0.0,,,"POLYGON ((192731.7 445705.72000000003, 192684.47 445683.28, 192678.33000000002 445722.22000000003, 192674.57 445747.11, 192672.58000000002 445761.09, 192719.94 445786.35000000003, 192728.41 445776.75, 192745.75 445757.06, 192773.58000000002 445725.60000000003, 192731.7 445705.72000000003))",0.11970864722867502,0.20250971537743429,0.5335685286902152
전통시장,2,2,2094.4702380889953,11.089851527643075,0,5,5,5,5,5,5,5,5,5,5,88076,585571.0,5.0,191231108.0,5.0,8.0,51.0,89.0,6.0,6.0,16.0,32.0,20323641024.0,653056.0,"POLYGON ((203892.68 445033.69, 203867.71 444972.23, 203798.14 444990.5, 203783.55000000002 444992.78, 203715.27000000002 444968.99, 203671.2 445086.91000000003, 203741.76 445069.72000000003, 203753.42 445122.72000000003, 203796.78 445112.93, 203814.35 445108.93, 203842.48 445102.60000000003, 203904.95 445088.51, 203892.68 445033.69))",0.10489419728777552,0.25105409933210493,0.4972496930346619
전통시장,0,4,1170.2103511199973,10.440045088889473,0,5,5,3,5,5,4,4,1,1,5,33232,198395.0,1.0,83055288.0,0.0,,35.0,,1.0,,4.0,,1776241952.0,12104.0,"POLYGON ((201008.04 452350.79000000004, 201007.30000000002 452308.09, 200979.12 452310.73, 200946.82 452341.02, 200958.96 452355.08, 200972.37 452351.35000000003, 200988.13 452350.83, 201008.04 452350.79000000004))",0.11610171627309156,0.2707679124977948,0.5031124776330048
전통시장,6,2,782.4107149961212,10.332793589274674,2,5,5,5,5,5,5,5,1,3,5,100254,2222827.0,16.0,125348034.0,15.0,14.0,180.0,88.0,20.0,12.0,56.0,88.0,52502532469.0,2948103.0,"POLYGON ((206895.19 454713.58, 206929.71 454699.94, 206911.81 454693.19, 206934.88 454634.06, 206887.69 454598.55, 206898.53 454569.48, 206869.44 454557.54000000004, 206820.27000000002 454537.39, 206773.61000000002 454640.97000000003, 206796.49 454649.59, 206759.52000000002 454763.76, 206735.88 454756.26, 206713.51 454749.21, 206688.17 454825.32, 206651.98 454813.69, 206638.74 454809.48, 206612.02000000002 454897.45, 206695.12 454924.03, 206735.49 454936.96, 206784.36000000002 454952.73, 206815 454865.92, 206763.54 454849.87, 206787.39 454772.69, 206788.95 454773.2, 206858.74 454796.32, 206877.59 454737.58, 206899.31 454737.37, 206895.19 454713.58))",0.1376193468947426,0.22433099831880754,0.5184762466894635
전통시장,6,1,1128.4695403474705,10.89997337329928,0,1,1,1,1,1,1,2,1,1,1,68076,454048.0,1.0,213480769.0,3.0,2.0,60.0,31.0,7.0,3.0,3.0,4.0,19671163332.0,802485.0,"POLYGON ((202028.49 449913.25, 202063.03 449903.74, 202057.55000000002 449852.18, 202011.63 449855.63, 201950.89 449860.23, 201914.43 449862.22000000003, 201882.11000000002 449863.32, 201883.64 449927.59, 201985.16 449932.16000000003, 202007.08000000002 449928.15, 202025.85 449914.41000000003, 202028.49 449913.25))",0.12321825005285784,0.19116040594826977,0.5496048875889774
전통시장,6,0,1175.8929101480664,10.281211897731959,0,2,5,3,3,2,3,2,1,4,3,79765,1503050.0,8.0,109208414.0,9.0,8.0,119.0,40.0,10.0,5.0,16.0,16.0,23679889462.0,1306435.0,"POLYGON ((203556.01 459909.2, 203572.38 459845.68, 203560.76 459847.94, 203522.54 459791.84, 203487.21 459814.59, 203444.57 459751.13, 203425.67 459723.99, 203419.31 459716.55, 203407.39 459720.3, 203421.07 459756.76, 203374.30000000002 459792.89, 203380.44 459801.08, 203357.18 459819.27, 203325.88 459843.75, 203335 459856.35000000003, 203388.07 459929.54000000004, 203388.65 459930.36, 203418.86000000002 459969.81, 203441.89 459999.81, 203482.57 460052.93, 203510.68 460031.29000000004, 203482.39 459993.8, 203504.78 459977.60000000003, 203526.37 460019.27, 203530.35 460006.43, 203537.22 459983.76, 203547.96 459941.18, 203556.01 459909.2))",0.146703702471641,0.2730068859984698,0.5303136954858454
전통시장,3,4,1661.398648277155,10.530432141708049,0,4,5,5,5,5,5,5,4,5,5,94619,169234.0,,,,,,,,,,,,,"POLYGON ((200798.02000000002 445327.06, 200805.17 445309.94, 200563.51 445220.44, 200555.99 445237.23, 200693.39 445288.26, 200792.48 445325, 200798.02000000002 445327.06))",0.07070092298237943,0.044914142548187715,0.5774785208646017
전통시장,4,1,1729.1447502446288,10.444921277042944,0,2,1,1,2,1,5,1,1,2,1,37512,455763.0,,,1.0,0.0,73.0,22.0,3.0,1.0,0.0,8.0,10007969256.0,462547.0,"POLYGON ((201999.2 455929.4, 202002.85 455915.94, 201969.52000000002 455857.83, 201877.44 455870.79000000004, 201879.98 455890.51, 201901.61000000002 455925.93, 201922.08000000002 455946.59, 201911.41 455950.66000000003, 201912.07 455973.67, 201927.33000000002 456011.46, 201936.74 456001.49, 201978.84 455990.13, 202010.37 456031.53, 202005.49 455990.73, 201995.07 455965.49, 201999.2 455929.4))",0.11886221566910872,0.19818633807483274,0.538946777162692
전통시장,8,2,1023.6614894815621,10.2854533512269,0,5,3,1,2,4,5,1,1,5,3,68076,1914025.0,4.0,95205873.0,0.0,2.0,62.0,7.0,6.0,0.0,12.0,4.0,43069470022.0,815207.0,"POLYGON ((204958.01 451890.3, 204910.2 451838.98, 204877.6 451869.38, 204828.49 451914.99, 204806.23 451935.94, 204789.97 451951.33, 204779.05000000002 451961.66000000003, 204761.81 451977.97000000003, 204742.49 451996.27, 204707.41 451959.21, 204669.95 451994.31, 204704.17 452032.49, 204664.11000000002 452070.07, 204615.59 452115.49, 204576.7 452152.27, 204531.44 452205.48, 204559.12 452215.27, 204594.62 452221.4, 204619.15 452195.41000000003, 204633.09 452210, 204642.26 452208.34, 204638 452183.17, 204667.32 452173.29000000004, 204688.31 452154.33, 204713.77000000002 452125.53, 204720.82 452132.61, 204740.89 452152.7, 204756.72 452168.62, 204816.52000000002 452111.94, 204834.24 452094, 204858.32 452072.07, 204881.76 452050.82, 204900.55000000002 452032.64, 204920.22 452013.91000000003, 204885.30000000002 451976.47000000003, 204917.1 451948.87, 204906.42 451939.51, 204926.4 451921.09, 204958.01 451890.3))",0.1287334282467575,0.2511304711275976,0.5387479264899884
전통시장,8,2,1543.480357783133,10.93705371444012,0,4,1,1,2,3,4,1,1,1,2,114688,1763406.0,18.0,169794774.0,12.0,10.0,123.0,52.0,12.0,14.0,41.0,42.0,30721275223.0,1374954.0,"POLYGON ((195843.49 444350.31, 195913.61000000002 444294.43, 195878.19 444269.49, 195856.6 444254.26, 195808.96 444220.31, 195792.83000000002 444243.71, 195743.45 444315.19, 195706.44 444368.79000000004, 195653.65 444440.05, 195653.9 444440.18, 195629.5 444477.67, 195604.62 444515.91000000003, 195651.43 444548.78, 195685.25 444572.52, 195730.83000000002 444505.87, 195759.71 444544.24, 195815.80000000002 444553.4, 195829.9 444552.49, 195845.98 444542.41000000003, 195780.86000000002 444491.46, 195786.02000000002 444476.33, 195797.31 444473.08, 195849.25 444473.06, 195885.67 444468.51, 195892.36000000002 444467.96, 195883.7 444451.43, 195864.91 444430.73, 195848.27000000002 444405.8, 195840.08000000002 444379.78, 195840.1 444366.34, 195843.49 444350.31))",0.12588819591177527,0.2431669167508787,0.5433235454569169
전통시장,8,0,469.78837317841527,9.76813273658098,0,4,1,1,2,3,4,1,1,1,2,114688,307671.0,,,0.0,0.0,17.0,3.0,2.0,0.0,0.0,8.0,10153417189.0,497584.0,"POLYGON ((195239.91 443064.60000000003, 195308.45 443054.95, 195307.24 443043, 195302.1 442955.45, 195253.12 442962.24, 195253.68 442977.37, 195248.02 443022.19, 195239.91 443064.60000000003))",0.1126658021067959,0.17837235228539577,0.5373759632854576
전통시장,3,2,1128.615172347122,11.280929022649726,0,1,1,2,2,2,3,1,1,1,2,125929,1535383.0,19.0,206297957.0,8.0,17.0,125.0,101.0,7.0,20.0,8.0,31.0,127338609016.0,5883507.0,"POLYGON ((202155.36000000002 445408.03, 202113.64 445351.52, 202062.71 445489.74, 202020.29 445599.79000000004, 202076.52000000002 445619.51, 202114.54 445635.73, 202183.69 445662.78, 202239.48 445617.74, 202189.33000000002 445596.34, 202208.74 445545.79000000004, 202216.52000000002 445525.49, 202228.54 445494.25, 202248.73 445441.64, 202155.36000000002 445408.03))",0.11887652787610649,0.17656962464740067,0.5027195168892713
전통시장,6,2,714.2881938339306,10.309684553250438,0,1,3,1,2,1,3,1,3,2,2,79765,455335.0,1.0,350000000.0,9.0,4.0,80.0,43.0,6.0,2.0,0.0,13.0,24159827160.0,1076595.0,"POLYGON ((201719.86000000002 457746.47000000003, 201735.64 457711.26, 201736.52000000002 457684.02, 201690.03 457695.09, 201688.68 457692.51, 201656.04 457697.10000000003, 201660.49 457716.09, 201653.42 457737.52, 201621.85 457773.62, 201627.77000000002 457778.25, 201635.58000000002 457784.39, 201637.55000000002 457816.41000000003, 201705.64 457808.01, 201768.18 457795.68, 201861.68 457763.92, 201872.88 457709.91000000003, 201822.44 457710.06, 201719.86000000002 457746.47000000003))",0.08499676062679126,0.09046086946973107,0.5519738214721029
전통시장,10,1,530.2370216189584,9.867029559131609,1,2,1,3,4,3,3,1,1,3,3,39241,2087718.0,34.0,136909999.0,9.0,15.0,128.0,83.0,11.0,15.0,30.0,94.0,39472201118.0,2648854.0,"POLYGON ((192650.09 454303.23, 192629.32 454204.38, 192573.76 454216.04000000004, 192583.99 454268.15, 192544.24 454276.91000000003, 192548.02 454309.21, 192488.41 454319.14, 192491.2 454327.35000000003, 192472.54 454330.15, 192455.26 454329.97000000003, 192409.83000000002 454297.36, 192403.85 454306.67, 192357.76 454312.25, 192367.30000000002 454355.41000000003, 192367.42 454356.23, 192374.18 454396.3, 192376.12 454407.88, 192442.02 454432.46, 192506.03 454467.2, 192521.46 454476.43, 192546.18 454491.13, 192578.27 454508.72000000003, 192647.5 454546.59, 192688.66 454504.83, 192689.39 454504.09, 192691.25 454502.24, 192664.83000000002 454377.01, 192650.09 454303.23))",0.13002091278611383,0.2517456859595022,0.5357869214137159
전통시장,8,0,359.3220338983051,9.222310836894112,0,3,5,1,2,3,2,1,2,2,2,95966,541625.0,1.0,138223558.0,9.0,3.0,141.0,38.0,9.0,4.0,9.0,11.0,49791860936.0,2891973.0,"POLYGON ((186822.01 444790.91000000003, 186809.85 444723.66000000003, 186801.63 444676.32, 186791.28 444700.96, 186728.72 444674.05, 186728.59 444674.48, 186654.6 444640.38, 186630.08000000002 444703.88, 186600.96 444774.88, 186642.82 444793.45, 186645.94 444791.55, 186670.87 444803.62, 186708.65 444821.9, 186736.1 444835.19, 186775.63 444853.42, 186796.18 444862.77, 186818.12 444809.94, 186825.49 444807.64, 186822.01 444790.91000000003))",0.1288382183244865,0.1852776367412878,0.5222635587352873
전통시장,3,1,723.3406447288261,9.844948245110416,0,5,3,1,2,4,5,1,1,5,3,68076,1079458.0,1.0,147375000.0,3.0,5.0,55.0,26.0,3.0,5.0,8.0,6.0,12613126411.0,784618.0,"POLYGON ((205250.58000000002 451885.29000000004, 205228.68 451872.3, 205207.04 451894.7, 205196.06 451901.71, 205171.44 451924.64, 205156.14 451922.91000000003, 205144.85 451932.73, 205076.65 451971.44, 205055.39 451907.28, 205040.12 451915.55, 205001.21 451939.2, 205009.09 451962.16000000003, 205033.82 452055.43, 205035.07 452055.01, 205087.16 452002.68, 205100.12 452016.07, 205160.7 451972.9, 205174.79 451991.61, 205181.85 452000.44, 205200.25 451960.19, 205217.47 451945.31, 205252.12 451934.06, 205298.84 451943.3, 205325.81 451948.96, 205330.03 451937.13, 205306 451893.31, 205279.16 451862.96, 205250.58000000002 451885.29000000004))",0.12489323345604925,0.21678379334814324,0.5284022166679945
전통시장,6,3,1646.5786762305988,10.273628365224475,0,4,5,5,5,5,5,5,4,5,5,94619,224874.0,,,7.0,0.0,338.0,11.0,5.0,0.0,12.0,48.0,60242712814.0,2055954.0,"POLYGON ((200555.99 445237.23, 200563.51 445220.44, 200395.24 445157.33, 200277.11000000002 445113.08, 200269.02000000002 445130.18, 200387.08000000002 445174.5, 200552.22 445235.82, 200555.99 445237.23))",0.06772236897106824,0.029363110008271298,0.5682159787258643
전통시장,10,3,597.2915821651808,9.832268451172872,1,2,1,2,2,1,1,5,5,1,2,52079,1484790.0,43.0,118951689.0,10.0,14.0,128.0,67.0,8.0,13.0,8.0,28.0,67214385771.0,3308988.0,"POLYGON ((193502.05000000002 456578.75, 193499.32 456576.91000000003, 193468.2 456552.76, 193448.83000000002 456575, 193389.18 456553.67, 193364.75 456546.98, 193338.52 456536.88, 193305.23 456545.97000000003, 193298.12 456536.02, 193296.14 456545.75, 193294.04 456563.41000000003, 193275.07 456593.4, 193286.7 456607.15, 193334.98 456646.22000000003, 193356.57 456655.02, 193374.94 456679.28, 193402.30000000002 456707.13, 193429.05000000002 456734.23, 193454.47 456703.06, 193457.04 456705.4, 193469.91 456691.04000000004, 193477.59 456677.31, 193503.48 456687.89, 193510.71 456669.34, 193499.47 456665.35000000003, 193486.2 456660.71, 193490.59 456648.25, 193503.98 456652.4, 193515.51 456656.02, 193514.31 456660.07, 193533.21 456663.65, 193565.11000000002 456684.17, 193561.79 456708.7, 193598.62 456719.09, 193635.89 456741.12, 193660.98 456761.95, 193676.63 456777.18, 193666.2 456787.75, 193654.29 456799.88, 193665.28 456810.18, 193683.57 456823.56, 193744.64 456861.53, 193768.4 456825.72000000003, 193729.5 456789.74, 193666.21 456710.63, 193660.04 456703.18, 193666.31 456689.25, 193734.58000000002 456649.91000000003, 193731.11000000002 456644.31, 193747.06 456628.17, 193656.1 456620.76, 193642.33000000002 456611.12, 193650.30000000002 456599.83, 193630.83000000002 456582.06, 193581.11000000002 456608.53, 193560.84 456619.31, 193537.38 456603.25, 193502.05000000002 456578.75))",0.13235945823988576,0.2600192619831761,0.5456933303699513
전통시장,6,0,979.3594435485732,10.398671887708224,0,4,2,1,1,2,1,1,3,5,2,132570,1498880.0,,,6.0,4.0,61.0,20.0,8.0,1.0,8.0,0.0,9401507115.0,734620.0,"POLYGON ((191683.59 444057.66000000003, 191646.89 444011.09, 191640.41 444012.27, 191634.73 444020.08, 191648.04 444032.10000000003, 191634.68 444048.71, 191617.32 444070.27, 191592.07 444049.88, 191591.92 444105.26, 191566.88 444105.8, 191566.33000000002 444151.99, 191543.49 444151.99, 191520.24 444152.06, 191520.45 444187.5, 191509.03 444195, 191488.21 444207.78, 191484.94 444209.5, 191509.85 444244.7, 191515.17 444252.32, 191520.14 444261.37, 191574.78 444227.83, 191575.73 444220.21, 191598.12 444230.76, 191601.17 444223.67, 191589.7 444211.24, 191632.05000000002 444160.75, 191673.02 444114.18, 191665.77 444108.29000000004, 191672.65 444099.17, 191718.97 444086.48, 191693.01 444050.14, 191683.59 444057.66000000003))",0.13137075683176772,0.2956874466268147,0.5299603704099061
전통시장,2,1,803.5445863216685,10.3973912431555,0,3,1,1,1,1,2,1,2,1,1,114534,214309.0,,,1.0,0.0,36.0,21.0,0.0,0.0,4.0,4.0,3929826981.0,184121.0,"POLYGON ((190774.16 453731.58, 190801.05000000002 453712.99, 190751.36000000002 453636.02, 190746.39 453639.78, 190690.07 453680.75, 190706.02 453703.23, 190708.44 453731.94, 190704.48 453742.53, 190674.29 453760.83, 190658.92 453780.17, 190685.68 453791.14, 190780.01 453813.08, 190776.69 453752.17, 190774.16 453731.58))",0.1267795566215138,0.16972688967798832,0.48340013718509256
